state,latitude,longitude,city,name,status,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,avg_participants,is_top500,id,funding_duration_first,funding_duration_last,broad_category,funding_category
California,37.7871044,-122.3976599,San Francisco,MindJolt,operating,2007-10-01,2010-03-03,2010-03-03,2.42,2.42,2.42,3.73,20,1,22000000,3,CA,games_video,1,0,0,0,0,1.0,1,2122,884,884,Software,High
Massachusetts,42.230171,-71.530106,Watertown,Dicerna Pharmaceuticals,operating,2007-01-01,2010-01-04,2013-07-31,3.01,6.58,4.96,4.96,6,4,213000000,1,MA,biotech,1,0,0,1,1,4.0,1,2123,1099,2403,software,High
California,36.116203,-119.681564,Mountain View,Quora,operating,2009-06-01,2010-03-28,2012-05-14,0.82,2.95,2.89,4.45,19,2,71000000,3,CA,web,0,0,1,1,0,3.5,1,2124,300,1078,Software,High
California,37.332658,-121.895563,San Jose,RetailNext,operating,2007-11-01,2009-12-21,2013-04-30,2.14,5.5,4.2,4.2,15,3,29400000,1,CA,analytics,0,0,1,1,1,2.5,1,2126,781,2007,Software,High
California,36.116203,-119.681564,Novato,Primadesk,operating,2009-11-01,2010-04-07,2012-11-21,0.43,3.06,0.0,2.14,4,4,632500,3,CA,web,1,1,0,0,0,1.0,0,2127,157,1116,Software,Low
Pennsylvania,40.590752,-77.209755,Philadelphia,PackLate.com,operating,2009-09-01,2010-01-07,2010-01-07,0.35,0.35,0.25,0.35,5,1,685000,2,PA,ecommerce,1,0,0,0,0,4.0,1,2128,128,128,Software,Low
Massachusetts,42.230171,-71.530106,Groton,Harvest Automation,operating,2009-01-01,2010-01-08,2013-10-29,1.02,4.83,1.0,1.74,10,6,30593000,2,MA,manufacturing,0,0,1,1,1,3.0,1,2129,372,1762,Manufacturing,High
Massachusetts,42.230171,-71.530106,Lexington,Predictive Biosciences,operating,2006-01-01,2006-12-18,2010-06-18,0.96,4.46,2.5,4.88,15,4,58153424,2,MA,biotech,1,0,1,1,1,3.5,1,2130,351,1629,software,High
Rhode Island,41.680893,-71.51178,Providence,Dynadec,closed,2007-01-01,2010-01-08,2010-01-08,3.02,3.02,2.0,2.0,5,1,2000000,1,RI,enterprise,0,0,1,0,0,2.0,0,2131,1103,1103,Software,Low
Massachusetts,42.230171,-71.530106,Cambridge,Virtify,operating,2009-01-01,2010-01-08,2013-03-27,1.02,4.24,-2.0,1.42,14,4,25078167,2,MA,enterprise,1,0,1,0,0,1.0,0,2132,372,1546,Software,High
New York,42.165726,-74.948051,Rochester,eHealth TechnologiesÖ,operating,2007-01-01,2010-01-08,2013-01-11,3.02,6.03,0.0,0.0,9,3,8595974,1,NY,enterprise,1,0,1,0,0,2.0,1,2133,1103,2202,Software,Medium
Utah,40.150032,-111.862434,Draper,Lucidchart,operating,2008-12-15,2011-07-26,2011-07-26,2.61,2.61,2.96,4.8,9,1,1000000,2,UT,enterprise,0,1,0,0,0,4.0,1,2135,953,953,Software,Low
California,36.116203,-119.681564,San Francisco,VigLink,operating,2009-03-19,2009-06-01,2011-03-10,0.2,1.98,1.37,4.63,20,3,7300000,4,CA,advertising,0,1,1,1,0,4.67,1,2136,74,721,Service,Medium
Massachusetts,42.230171,-71.530106,Cambridge,"BIND Therapeutics, Inc.",operating,2006-01-01,2010-06-29,2013-02-11,4.49,7.12,6.92,7.62,19,4,51347684,2,MA,biotech,1,0,0,0,1,2.5,1,2137,1640,2598,software,High
Massachusetts,42.230171,-71.530106,Boston,Cloud Technology Partners,operating,2009-06-01,2011-06-10,2013-08-20,2.02,4.22,1.59,1.8,8,4,8400000,2,MA,enterprise,1,0,1,1,0,1.0,1,2138,739,1541,Software,Medium
California,36.116203,-119.681564,San Diego,VentiRx Pharmaceuticals,operating,2006-01-01,2010-01-13,2012-10-03,4.04,6.76,7.01,7.01,17,2,86600000,1,CA,biotech,1,0,1,0,0,2.5,1,2139,1473,2467,software,High
California,36.116203,-119.681564,San Francisco,OneLogin,operating,2009-01-01,2010-06-24,2013-10-02,1.48,4.75,4.27,4.92,15,2,17700000,2,CA,enterprise,0,0,1,1,0,1.5,1,2141,539,1735,Software,High
Georgia,33.040619,-83.643074,Atlanta,Damballa,operating,2006-04-01,2006-08-21,2012-09-17,0.39,6.47,7.28,7.28,14,6,44500000,2,GA,security,1,0,1,1,0,3.0,1,2142,142,2361,Service,High
Illinois,40.349457,-88.986137,Chicago,HighTower Advisors,operating,2008-01-01,2010-01-13,2010-01-13,2.04,2.04,2.25,2.25,15,1,100000000,1,IL,finance,1,0,0,0,0,2.0,1,2143,743,743,Service,High
California,36.116203,-119.681564,San Francisco,Obvious,operating,2006-01-01,2012-03-06,2012-03-06,6.18,6.18,5.36,7.18,8,1,2000000,4,CA,web,1,0,0,0,0,2.0,1,2144,2256,2256,Software,Low
California,37.3960202,-121.9253533,San Jose,SpiderCloud Wireless,operating,2007-01-01,2009-12-12,2012-04-04,2.95,5.26,1.0,3.09,4,4,105999996,2,CA,enterprise,1,0,1,1,0,3.33,1,2145,1076,1920,Software,High
California,36.116203,-119.681564,Santa Barbara,Impact Radius,operating,2008-01-01,2010-01-14,2010-01-14,2.04,2.04,4.75,4.75,6,1,6000000,1,CA,advertising,0,0,1,0,0,1.0,1,2146,744,744,Service,Medium
California,36.116203,-119.681564,San Jose,Presto Engineering,operating,2006-01-01,2010-01-14,2011-01-21,4.04,5.06,2.0,2.0,5,2,8000000,1,CA,semiconductor,1,0,0,0,0,1.0,1,2147,1474,1846,Software,Medium
New York,42.165726,-74.948051,Setauket,MightyMeeting,closed,2009-12-01,2010-05-06,2010-05-06,0.43,0.43,0.12,0.12,2,1,300000,1,NY,web,0,1,0,0,0,1.0,1,2148,156,156,Software,Low
California,36.116203,-119.681564,San Francisco,140 Proof,operating,2010-01-11,2009-07-01,2011-04-28,-0.53,1.29,2.3,3.04,15,2,5500000,3,CA,advertising,0,0,1,1,0,3.0,1,2149,-194,472,Service,Medium
New York,42.165726,-74.948051,New York,ShopKeep POS,operating,2008-10-01,2012-01-17,2012-12-05,3.3,4.18,3.3,4.25,9,2,12200000,2,NY,enterprise,0,0,1,1,0,3.0,1,2150,1203,1526,Software,High
Kansas,38.5266,-96.726486,San Ramon,A la Mobile,operating,2005-06-01,2005-07-01,2007-03-01,0.08,1.75,0.59,6.59,8,2,7550000,2,KS,software,0,0,1,1,0,1.0,1,2151,30,638,Software,Medium
California,37.7695417,-122.4027783,San Francisco,Sociable  Labs,operating,2009-01-01,2009-12-31,2011-10-26,1.0,2.82,2.95,3.92,15,2,7000000,3,CA,enterprise,0,0,1,1,0,4.0,1,2152,364,1028,Software,Medium
Ohio,40.388783,-82.764915,Wooster,Confer,closed,2009-06-01,2009-06-01,2010-06-01,0.0,1.0,0.59,0.68,6,2,400000,2,OH,enterprise,0,1,0,0,0,1.5,0,2153,0,365,Software,Low
California,36.116203,-119.681564,Kongens Lyngby,Metaconomy,operating,2009-09-01,2009-12-23,2009-12-23,0.31,0.31,0.83,1.29,3,1,100000,2,CA,software,0,1,0,0,0,2.0,0,2154,113,113,Software,Low
California,36.116203,-119.681564,Sunnyvale,Liquid Robotics,operating,2007-01-01,2005-01-01,2013-03-19,-2.0,6.22,4.43,5.82,27,6,81575000,3,CA,cleantech,0,1,1,1,1,2.0,1,2155,-730,2269,Business,High
California,37.7912619,-122.3953422,San Francisco,Taulia,operating,2009-01-01,2010-12-06,2013-08-23,1.93,4.64,3.84,4.64,15,4,35700000,3,CA,enterprise,1,0,1,1,1,3.0,1,2156,704,1695,Software,High
Pennsylvania,40.590752,-77.209755,Philadelphia,Tarsa Therapeutics,operating,2009-01-01,2010-01-17,2012-03-16,1.04,3.21,0.75,0.75,4,4,92000000,1,PA,biotech,1,0,1,1,0,3.5,1,2158,381,1170,software,High
California,36.116203,-119.681564,San Francisco,Rixty,operating,2009-01-01,2009-06-01,2010-01-21,0.41,1.05,1.13,3.81,10,2,1265000,3,CA,games_video,0,1,0,0,0,4.0,1,2160,151,385,Software,Low
California,37.4233509,-122.135163,Palo Alto,Jumio,operating,2010-01-05,2011-03-17,2012-05-01,1.19,2.32,3.01,3.7,19,3,35345881,3,CA,software,0,0,1,1,0,1.0,1,2161,436,847,Software,High
Colorado,39.059811,-105.311104,Boulder,Vico Software,operating,2007-01-01,2009-10-06,2009-10-06,2.76,2.76,0.0,0.0,2,1,3600000,1,CO,software,0,0,0,1,0,3.0,1,2162,1009,1009,Software,Medium
California,36.116203,-119.681564,Mountain View,Couchbase,operating,2009-01-02,2009-01-01,2013-08-28,-0.0,4.65,3.37,4.65,14,5,56000000,3,CA,enterprise,1,0,1,1,1,3.25,1,2163,-1,1699,Software,High
Massachusetts,42.230171,-71.530106,Marlborough,Unidesk,operating,2007-12-01,2010-01-21,2012-05-17,2.14,4.46,0.08,0.08,4,2,21050001,1,MA,software,1,0,0,1,0,2.0,1,2164,782,1629,Software,High
New York,40.7435494,-73.9907928,New York,Sociocast,operating,2010-01-01,2010-01-21,2013-02-19,0.05,3.14,1.82,2.87,11,4,5875000,3,NY,analytics,1,0,1,1,0,1.75,1,2165,20,1145,Software,Medium
Massachusetts,42.230171,-71.530106,Cambridge,Thinking Phone Networks,operating,2006-01-01,2010-01-19,2013-10-15,4.05,7.79,6.97,7.01,15,4,31156017,2,MA,enterprise,1,0,0,0,1,2.0,1,2166,1479,2844,Software,High
Wisconsin,44.268543,-89.616508,Madison,Shoutlet,operating,2010-01-01,2010-01-19,2012-06-07,0.05,2.43,2.0,2.68,5,3,24200000,2,WI,enterprise,0,0,1,1,1,2.0,0,2167,18,888,Software,High
North Carolina,35.630066,-79.806419,Durham,TransEnterix,operating,2006-01-01,2010-01-21,2013-08-12,4.06,7.62,7.68,7.68,8,4,87177415,1,NC,medical,1,0,0,1,0,6.0,1,2168,1481,2780,Service,High
Tennessee,35.747845,-86.692345,Knoxville,ABT Molecular Imaging,operating,2006-01-01,2010-01-21,2013-12-06,4.06,7.93,7.09,7.09,12,6,20064818,1,TN,medical,1,0,1,0,1,2.0,1,2169,1481,2896,Service,High
California,36.116203,-119.681564,SARATOGA,Clean Filtration Technology,closed,2006-01-01,2010-01-20,2010-06-07,4.05,4.43,4.79,4.79,1,2,5550000,1,CA,cleantech,1,0,0,0,0,1.0,0,2171,1480,1618,Business,Medium
New York,42.165726,-74.948051,New York,Beezag,operating,2009-02-01,2008-01-01,2010-01-24,-1.09,0.98,0.5,1.06,9,2,3250000,3,NY,advertising,0,1,1,0,0,1.0,0,2172,-397,357,Service,Medium
California,36.116203,-119.681564,Los Angeles,OnGreen,operating,2009-09-10,2010-11-09,2010-11-09,1.16,1.16,1.72,1.78,7,1,1400000,2,CA,cleantech,0,0,1,0,0,2.0,0,2173,425,425,Business,Low
California,32.812246,-117.153955,San Diego,Grid2Home,closed,2007-01-01,2009-10-08,2012-04-30,2.77,5.33,3.71,4.42,3,4,6649999,2,CA,software,1,1,0,0,0,1.0,1,2174,1011,1946,Software,Medium
Washington,47.400902,-121.490494,Seattle,Zettics.,closed,2008-01-01,2010-04-27,2010-04-27,2.32,2.32,1.42,4.93,10,1,7000000,2,WA,mobile,0,0,0,1,0,4.0,1,2175,847,847,software,Medium
Wisconsin,44.268543,-89.616508,Milwaukee,HarQen,operating,2007-05-05,2008-01-01,2011-10-13,0.66,4.44,4.5,5.58,13,3,7768177,2,WI,enterprise,0,1,1,1,0,5.5,1,2176,241,1622,Software,Medium
New York,42.165726,-74.948051,New York,StellaService,operating,2009-01-01,2010-01-14,2013-02-27,1.04,4.16,4.16,4.48,10,4,22200000,2,NY,software,1,0,1,1,0,4.33,1,2177,378,1518,Software,High
New York,42.165726,-74.948051,Ithaca,e2e Materials,closed,2006-01-01,2010-01-23,2010-01-23,4.06,4.06,3.27,3.27,5,1,3400000,1,NY,cleantech,0,0,1,0,0,5.0,0,2178,1483,1483,Business,Medium
Washington,47.400902,-121.490494,Seattle,Ontela,operating,2006-01-01,2006-11-10,2009-12-16,0.86,3.96,0.66,0.66,4,2,4500000,1,WA,mobile,1,0,1,0,0,2.0,1,2179,313,1445,software,Medium
Texas,31.054487,-97.563461,Houston,Infrastruct Security,closed,2006-01-01,2006-07-07,2010-01-27,0.51,4.07,3.5,3.5,1,2,6760000,1,TX,security,0,0,1,0,0,3.0,0,2180,187,1487,Service,Medium
New York,42.165726,-74.948051,Palo Alto,nPario,operating,2010-01-01,2010-01-13,2011-05-06,0.03,1.34,0.21,1.83,4,2,5300000,2,NY,analytics,1,0,1,0,0,1.0,1,2181,12,490,Software,Medium
California,36.116203,-119.681564,San Francisco,Inkling Systems,operating,2009-08-01,2010-01-01,2013-07-17,0.42,3.96,1.05,3.0,7,6,40020001,3,CA,mobile,0,1,1,1,1,4.4,1,2182,153,1446,software,High
Colorado,39.059811,-105.311104,Centennial,Ciris Energy,operating,2007-01-01,2010-01-27,2013-07-26,3.07,6.57,4.0,4.01,8,3,48900000,2,CO,cleantech,0,0,1,1,1,2.67,1,2183,1122,2398,Business,High
New York,40.737778,-73.979508,New York,Someecards,operating,2007-04-01,2008-04-01,2008-04-01,1.0,1.0,3.86,3.86,3,1,350000,1,NY,web,0,1,0,0,0,2.0,1,2186,366,366,Software,Low
Texas,31.054487,-97.563461,Houston,Salient Pharmaceuticals,operating,2007-01-01,2010-01-29,2010-01-29,3.08,3.08,4.12,4.12,3,1,2000000,1,TX,biotech,1,0,0,0,0,1.0,0,2188,1124,1124,software,Low
California,34.154251,-118.470699,Los Angeles,Yowza,operating,2008-01-01,2012-01-30,2012-01-30,4.08,4.08,3.5,3.5,3,1,1500000,1,CA,mobile,0,0,1,0,0,1.0,0,2189,1490,1490,software,Low
California,36.116203,-119.681564,Los Angeles,Oblong Industries,operating,2006-01-01,2007-12-06,2011-07-01,1.93,5.5,7.79,7.79,19,2,8800000,1,CA,hardware,0,0,1,1,0,2.5,1,2190,704,2007,Hardware,Medium
California,36.116203,-119.681564,San Francisco,Solum,operating,2009-01-01,2010-02-01,2012-06-27,1.08,3.49,2.31,4.42,11,3,23549993,2,CA,software,0,0,1,1,0,2.0,1,2191,396,1273,Software,High
Texas,31.054487,-97.563461,Houston,Onit,closed,2011-01-01,2009-10-15,2012-01-17,-1.21,1.04,-1.0,-1.0,7,4,5257000,1,TX,software,0,1,0,1,0,2.0,1,2192,-443,381,Software,Medium
Texas,30.33493,-97.756517,Austin,Small World Labs,operating,2005-06-01,2008-03-19,2008-03-19,2.8,2.8,2.2,5.42,4,1,1000000,3,TX,network_hosting,0,0,1,0,0,1.0,0,2193,1022,1022,Software,Low
California,36.116203,-119.681564,Palo Alto,Pie Digital,operating,2007-01-01,2008-09-01,2013-10-11,1.67,6.78,5.0,5.0,10,6,44076094,1,CA,enterprise,1,0,1,1,0,2.75,1,2194,609,2475,Software,High
California,37.7914906,-122.4010118,San Francisco,Hooked Media Group,operating,2008-01-01,2008-04-01,2009-05-01,0.25,1.33,1.42,1.42,5,2,4500000,1,CA,games_video,0,0,1,0,0,2.5,1,2195,91,486,Software,Medium
Michigan,43.326618,-84.536095,Zeeland,Spazzles,operating,2008-05-01,2008-05-01,2010-01-15,0.0,1.71,0.0,0.74,3,2,175000,2,MI,fashion,0,1,1,0,0,1.0,0,2196,0,624,Business,Low
California,37.4094417,-122.0153444,Sunnyvale,PayNearMe,operating,2009-03-01,2009-05-01,2013-04-01,0.17,4.09,3.84,3.9,11,5,36500000,2,CA,ecommerce,1,0,1,1,0,4.0,1,2197,61,1492,Software,High
California,37.3940719,-122.0348623,Sunnyvale,LensVector,operating,2006-01-01,2010-02-04,2012-10-25,4.1,6.82,0.0,0.0,16,2,33500000,1,CA,hardware,1,0,0,0,1,7.0,1,2198,1495,2489,Hardware,High
California,36.116203,-119.681564,Palo Alto,Piazza,operating,2009-01-01,2011-07-06,2012-01-06,2.51,3.01,1.1,3.0,4,2,7500000,2,CA,education,0,0,1,0,0,3.5,1,2199,916,1100,Service,Medium
California,36.116203,-119.681564,Marina Del Rey,Small Demons,closed,2009-10-01,2010-01-01,2012-07-16,0.25,2.79,0.25,1.61,6,5,5566669,2,CA,web,1,1,1,0,0,6.0,1,2200,92,1019,Software,Medium
California,36.116203,-119.681564,Fremont,Avalanche Technology,operating,2006-01-01,2010-02-05,2013-03-08,4.1,7.19,6.0,6.0,18,5,54330000,1,CA,semiconductor,0,0,0,1,1,4.0,1,2201,1496,2623,Software,High
California,36.116203,-119.681564,San Francisco,Koding,operating,2011-07-18,2011-10-11,2012-12-20,0.23,1.43,-0.85,2.06,7,3,11530159,4,CA,enterprise,0,0,1,1,0,3.0,1,2202,85,521,Software,High
California,36.116203,-119.681564,Mountain View,Zettaset,operating,2007-12-01,2011-07-12,2013-04-01,3.61,5.34,3.61,4.59,13,5,26333003,2,CA,enterprise,1,0,0,1,1,2.4,1,2203,1319,1948,Software,High
Massachusetts,42.230171,-71.530106,Cambridge,Backupify,operating,2008-11-01,2009-08-01,2012-07-11,0.75,3.69,2.27,4.84,9,5,19525000,3,MA,enterprise,0,1,1,1,1,3.8,1,2204,273,1348,Software,High
Florida,27.766279,-81.686783,Palm Beach Gardens,DirectLaw,operating,2008-06-01,2008-08-01,2008-08-01,0.17,0.17,-0.42,-0.42,1,1,300000,1,FL,legal,0,1,0,0,0,1.0,0,2205,61,61,Service,Low
Oregon,44.572021,-122.070938,Portland,Simple,operating,2009-01-01,2009-11-01,2013-06-11,0.83,4.44,2.85,4.17,13,4,15290000,3,OR,enterprise,0,1,1,1,1,5.0,1,2206,304,1622,Software,High
Georgia,33.040619,-83.643074,Roswell,Company.com,closed,2010-01-01,2009-03-01,2010-07-30,-0.84,0.58,2.25,2.25,19,2,5665000,1,GA,social,0,0,1,0,0,3.0,0,2207,-306,210,Software,Medium
Pennsylvania,40.590752,-77.209755,Paoli,AboutOne,operating,2010-06-01,2011-05-01,2013-10-09,0.92,3.36,1.33,1.5,11,3,3694003,2,PA,web,1,1,1,0,0,1.0,1,2208,334,1226,Software,Medium
Washington,47.400902,-121.490494,Seattle,buuteeq,operating,2010-01-01,2010-09-12,2012-09-20,0.7,2.72,1.05,3.0,9,4,16675000,3,WA,advertising,0,1,1,1,0,1.75,1,2209,254,993,Service,High
New York,42.165726,-74.948051,New York,Tunesat,operating,2007-01-01,2010-02-11,2013-03-22,3.12,6.22,4.0,4.0,6,3,8200000,1,NY,games_video,1,0,0,0,0,1.0,0,2210,1137,2272,Software,Medium
Minnesota,45.694454,-93.900192,Chanhassen,Indigo Identityware,operating,2009-01-01,2010-02-11,2012-11-30,1.11,3.92,1.24,1.24,3,5,3495746,1,MN,security,1,0,0,0,0,1.0,0,2211,406,1429,Service,Medium
California,36.116203,-119.681564,San Francisco,BillFloat,operating,2009-01-01,2009-01-01,2013-01-17,0.0,4.05,4.0,4.05,12,4,37000000,2,CA,ecommerce,0,1,1,1,1,4.67,1,2212,0,1477,Software,High
California,36.116203,-119.681564,Palo Alto,Yardsellr,operating,2009-10-01,2010-03-01,2010-11-22,0.41,1.14,3.37,3.37,0,2,5750000,1,CA,web,0,1,1,0,0,1.5,1,2213,151,417,Software,Medium
California,37.3927975,-122.0727749,Mountain View,Zoodles,operating,2008-01-01,2010-05-12,2010-05-12,2.36,2.36,2.69,4.0,10,1,2600000,3,CA,games_video,0,0,0,0,0,1.0,1,2214,862,862,Software,Medium
Texas,31.054487,-97.563461,Fort Worth,Simpli.fi,operating,2010-01-01,2011-03-17,2013-12-12,1.21,3.95,2.92,3.09,10,4,22337902,2,TX,advertising,1,0,0,1,0,1.5,1,2216,440,1441,Service,High
California,36.116203,-119.681564,Sunnyvale,EnerVault,operating,2008-01-01,2010-02-16,2012-02-23,2.13,4.15,2.0,2.0,5,3,26000000,1,CA,cleantech,1,0,1,1,0,3.0,0,2217,777,1514,Business,High
Texas,31.054487,-97.563461,Austin,Spredfast,operating,2008-03-10,2010-04-14,2013-02-05,2.1,4.91,2.1,4.82,13,3,31600000,2,TX,enterprise,1,0,1,1,0,2.0,1,2218,765,1793,Software,High
Washington,47.400902,-121.490494,Seattle,Tango Card,closed,2009-01-01,2012-06-06,2013-04-19,3.43,4.3,1.89,4.0,8,2,5925000,3,WA,enterprise,1,0,0,1,0,4.0,1,2219,1252,1569,Software,Medium
California,37.561589,-122.324571,San Mateo,Coupa Software,operating,2006-01-01,2007-03-13,2012-05-10,1.19,6.36,6.08,7.01,19,5,49000000,4,CA,enterprise,0,0,1,1,1,3.0,1,2220,436,2321,Software,High
California,36.116203,-119.681564,Hermosa Beach,echoecho,operating,2010-01-01,2011-09-08,2012-05-07,1.68,2.35,1.75,2.35,5,2,1500000,2,CA,mobile,0,1,0,0,0,2.5,1,2221,615,857,software,Low
New York,40.7451416,-73.9938543,New York,Vook,operating,2009-01-01,2010-02-19,2011-01-18,1.13,2.05,1.55,3.5,16,2,7750000,3,NY,enterprise,0,0,1,0,0,4.5,1,2222,414,747,Software,Medium
California,36.116203,-119.681564,San Francisco,ShiftPlanning,closed,2010-02-10,2011-09-02,2012-08-07,1.56,2.49,-0.11,2.49,1,2,1050000,3,CA,software,0,1,1,0,0,2.0,1,2223,569,909,Software,Low
California,37.7889383,-122.4021679,San Francisco,Loggly,operating,2009-08-01,2010-02-19,2013-09-03,0.55,4.09,2.42,4.09,11,5,34222000,3,CA,enterprise,1,0,1,1,0,2.5,1,2224,202,1494,Software,High
Massachusetts,42.352344,-71.056266,Boston,Gemvara,operating,2007-01-01,2010-04-07,2012-06-04,3.27,5.43,4.35,5.84,19,3,45200000,3,MA,ecommerce,0,0,0,1,1,2.33,1,2225,1192,1981,Software,High
Massachusetts,42.230171,-71.530106,Cambridge,MarketMeSuite,operating,2009-11-01,2011-09-22,2013-09-11,1.89,3.86,2.21,2.92,9,3,2550000,2,MA,software,1,1,1,0,0,1.0,0,2226,690,1410,Software,Medium
California,36.116203,-119.681564,San Mateo,Orbit Media,closed,2010-01-01,2010-01-01,2010-01-01,0.0,0.0,0.0,0.22,3,1,500000,2,CA,mobile,0,1,0,0,0,3.0,1,2227,0,0,software,Low
New York,40.7185614,-73.998662,New York,Mojiva,operating,2008-05-05,2008-01-01,2013-08-08,-0.34,5.26,3.66,4.53,14,6,45799999,4,NY,mobile,1,1,1,1,0,2.0,1,2228,-125,1921,software,High
California,37.7810008,-122.3955574,San Francisco,Tradeshift,operating,2009-07-01,2011-05-16,2011-10-25,1.87,2.32,3.67,4.1,16,2,24000000,2,CA,software,1,0,0,1,0,2.0,0,2229,684,846,Software,High
California,36.116203,-119.681564,San Francisco,Spreaker,operating,2009-11-01,2010-10-18,2011-09-08,0.96,1.85,-0.15,3.67,6,2,1007468,4,CA,social,0,1,0,0,0,2.0,0,2230,351,676,Software,Low
Massachusetts,42.230171,-71.530106,Wakefield,HubCast,operating,2007-01-01,2007-11-01,2012-09-28,0.83,5.75,1.33,1.33,10,2,12400000,1,MA,enterprise,0,0,1,1,0,2.0,1,2232,304,2097,Software,High
Virginia,37.769337,-78.169968,Fairfax,MeMeMe,operating,2009-03-01,2011-04-01,2012-01-01,2.08,2.84,-0.33,3.16,3,2,2131303,2,VA,mobile,1,0,1,0,0,3.0,0,2233,761,1036,software,Medium
California,36.116203,-119.681564,Mountain View,MetroGames,operating,2010-01-01,2010-03-16,2010-03-16,0.2,0.2,0.2,2.04,0,1,5000000,2,CA,games_video,0,0,1,0,0,1.0,0,2235,74,74,Software,Medium
Colorado,39.059811,-105.311104,Boulder,RoundPegg,operating,2009-05-14,2010-02-18,2013-11-21,0.77,4.53,1.82,2.64,8,5,4323042,2,CO,software,1,0,0,0,0,2.0,1,2236,280,1652,Software,Medium
Massachusetts,42.230171,-71.530106,Newton,General Compression,operating,2006-01-01,2010-02-23,2011-09-06,4.15,5.68,4.0,5.17,2,4,77490000,2,MA,cleantech,1,0,1,1,0,2.0,0,2237,1514,2074,Business,High
California,36.116203,-119.681564,San Francisco,ZipZap,operating,2010-01-01,2011-01-01,2011-01-01,1.0,1.0,2.0,2.0,10,1,1500000,1,CA,ecommerce,0,0,0,0,0,3.0,1,2238,365,365,Software,Low
California,36.116203,-119.681564,San Francisco,Librato,operating,2011-01-01,2012-10-01,2013-07-25,1.75,2.56,2.5,2.5,6,3,5825000,1,CA,software,1,1,1,0,0,2.0,1,2239,639,936,Software,Medium
Utah,40.150032,-111.862434,West Haven,CampusBookRentals,operating,2007-01-01,2011-08-02,2011-08-02,4.59,4.59,4.59,4.75,11,1,20000000,2,UT,web,0,0,1,0,0,3.0,0,2241,1674,1674,Software,High
California,37.775196,-122.419204,San Francisco,GitHub,operating,2008-02-29,2012-07-09,2012-07-09,4.36,4.36,4.88,5.62,20,1,100000000,3,CA,software,0,0,1,0,0,2.0,1,2242,1592,1592,Software,High
Virginia,37.769337,-78.169968,McLean,Mobile Posse,operating,2005-10-01,2007-12-13,2012-06-25,2.2,6.74,2.17,2.17,8,2,15000000,1,VA,advertising,0,0,0,1,1,4.5,1,2243,803,2459,Service,High
California,36.116203,-119.681564,Los Angeles,ScoreBig,operating,2009-08-01,2010-03-01,2013-09-10,0.58,4.11,1.72,3.92,17,4,31474999,2,CA,ecommerce,0,0,1,1,1,1.5,1,2244,212,1501,Software,High
Minnesota,45.694454,-93.900192,Bloomington,tenKsolar,operating,2008-01-01,2010-03-01,2013-08-08,2.16,5.61,1.0,1.0,5,5,33313675,1,MN,manufacturing,1,0,0,0,0,1.0,0,2245,790,2046,Manufacturing,High
California,36.116203,-119.681564,Burlingame,TenMarks Education,closed,2009-01-01,2009-02-26,2011-09-16,0.15,2.71,4.44,4.44,14,4,4585000,1,CA,education,1,0,0,0,0,2.0,1,2246,56,988,Service,Medium
Colorado,39.059811,-105.311104,Denver,beModel,operating,2008-08-01,2008-08-01,2009-12-01,0.0,1.33,0.0,1.8,3,4,150000,2,CO,web,0,1,0,0,0,1.0,0,2247,0,487,Software,Low
California,36.116203,-119.681564,San Mateo,BraveNewTalent,operating,2008-06-05,2010-03-01,2011-02-02,1.74,2.66,3.65,4.98,17,2,745837,3,CA,enterprise,0,1,1,0,0,1.0,1,2248,634,972,Software,Low
California,36.116203,-119.681564,Manhattan Beach,Intelligent Beauty,operating,2006-01-01,2007-09-18,2008-08-01,1.71,2.58,6.57,6.67,7,2,43000000,2,CA,ecommerce,0,0,1,1,0,1.0,1,2249,625,943,Software,High
California,36.116203,-119.681564,Santa Clara,ConteXtream,operating,2006-01-01,2007-06-01,2013-04-01,1.41,7.25,4.84,5.0,14,3,23817000,2,CA,software,1,0,1,1,0,2.5,1,2250,516,2647,Software,High
Indiana,39.849426,-86.258278,Indianapolis,TinderBox,closed,2010-01-01,2013-02-25,2013-02-25,3.15,3.15,-0.25,-0.25,3,1,1300000,1,IN,software,0,0,0,1,0,1.0,1,2251,1151,1151,Software,Low
Florida,27.766279,-81.686783,Gainesville,Bit Cauldron,operating,2008-01-01,2009-09-14,2011-10-12,1.7,3.78,1.09,1.09,1,3,1971253,1,FL,hardware,0,0,1,0,0,1.0,0,2252,622,1380,Hardware,Low
Washington DC,38.9064022,-77.0476326,Washington,HelloWallet,operating,2009-01-01,2010-03-05,2012-01-26,1.17,3.07,2.37,4.25,9,3,16150000,3,DC,software,0,0,1,1,0,2.5,1,2253,428,1120,Software,High
